Short name	ligands-L	ligands-X	ligands-Z	bond number	electron count	formal charge	ligands-oxo	ligands-carbonyl	ligands-alkoxide	ligands-THF	ligands-siloxide	ligands-Cl	ligands-alkyl	ligands-imido	ligands-bpy	ligands-amide	ligands-acac	ligand-ethylene	bulk-O	bulk-Cl	bulk-Me	symmetry	formal CN	efermi_e	efermi_slope	pe area	pe center	1st_peak_e	pca1	pca2	pca3	scaled_pca1	scaled_pca2	scaled_pca3	value_5468	value_5485	value_5520	value_5579	BL1stCharge	BLvaluesCN	tsne_pca1_xanes	tsne_pca2_xanes	tsne_pca_scale1_xanes	tsne_pca_scale2_xanes	tsne_values1_features	tsne_values2_features	pls1_xanes_formal CN	pls2_xanes_formal CN	pls1_features_formal charge	pls2_features_formal charge	pls1_features_formal CN	pls2_features_formal CN
A4																								5474.572521304644	0.39168679477462454	1.0201540597638392	5469.28738111577	5486.789194137165	-28.960657851539274	3.0749043478764952	2.4975190733333688	-23.739981251639986	19.173762604142407	-25.15851641713276	0.15067473801777642	0.9668754346990482	0.9605663193764459	0.9654015650786721	3.3385732325146136	5.861826735141976	4.491209154431151	4.19233990575417	5.63206168798619	-4.534544439703936	-5.075511463746272	4.624291028494535	22.77573330239547	-11.337413994689543	-2.2250363082649267	0.8089946057541526	-3.1018579115627096	-1.268730679525163
A6																								5477.26058403852	0.21940508461913844	1.7925306562368306	5469.629305893851	5488.241701200553	-28.951124197147795	0.1300851110277912	1.721011137999381	-0.18059023481431336	20.78700026227703	4.559365823789191	0.24503645750300695	0.9065410790893577	1.0269522795242223	0.9914560075356685	4.452484554575773	4.946061065325949	-0.00479308318871431	1.0099766456379948	0.3571951539430274	-3.74534370990322	7.243844236351669	-6.273007123501459	-2.8893744362809572	-7.270367688253888	0.8149854366660495	0.10197393351151132	0.418686763826591	-0.9920156983113457
A7																								5476.421641295625	0.18897677157811743	1.354213393130553	5469.322097319913	5487.941258886128	-29.08418167317351	0.8536135124480686	1.6115264364745097	-6.87293571776564	18.97890007530343	-5.10030179062961	0.17109362185291963	0.9945550104427772	1.0127848980959473	0.9988119842533617	4.131799007428137	5.14023754261367	0.755660471566577	1.2997147806964233	1.6097938765477928	-3.7945901241764988	6.244298181205599	-5.213444652546896	4.845841384567342	-8.432847521933763	-0.26810555473291664	-0.07447294652325868	-0.5695919841069994	-0.8848236732371151
A9																								5476.868710009794	0.2014827680968978	1.5312368991202947	5469.356237179905	5488.091400308357	-29.010527016889462	0.5802236978351871	1.5178437231242037	-4.959019611950424	18.7778747132519	5.624956655751371	0.20234581746399086	0.9519971244911567	1.0122075356163063	1.0029354418093595	4.254783972906004	4.991133830036731	0.5837564286400045	1.2297345048571453	0.5963349214057374	-3.5916827203707973	6.813046921954207	-5.45640819842381	-0.36947230882279447	-4.385484856333644	0.21755368551523668	-0.19528162839807284	0.03380999569572933	-0.725625506803903
BiVO4						5.0001	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	4.0001	5480.686337944258	0.165503649075448	1.8721236249965698	5469.70367445387	5489.942655227269	-28.859162085862426	-2.982696568522597	1.2724042376149876	33.98254909514134	32.269423807268005	26.761886738841348	0.206925004148875	0.8058949732105839	1.0878839845939379	1.039980957852524	5.580858351261097	4.250972716173248	-4.759076146149286	-2.154376078733562	-4.906365019906267	-3.937124469722799	13.70210074582693	-2.856275244181178	-34.50941231252463	-2.7376308241491207	3.7903904250152944	-0.6583448768367859	3.5732703393064362	-1.5395621247837419
K3VO4						5.0001	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0001	5480.649305732291	0.19753153716164884	2.622201069943737	5469.925884947801	5489.9901652316275	-29.618937260094594	-3.22847930596496	1.2652621733326792	27.95637426414286	20.902315828923832	9.698386788675808	0.20545403386458255	0.9181688292513022	1.1126796242740378	1.0359765995709544	5.328822915269537	4.172261175491103	-5.629187495447735	-2.283210505529661	-4.575499912304935	-2.8279163847440927	13.449789148632071	-2.035555262932044	-27.38812695907498	-7.667122808416042	3.4322448553862204	-0.46032297326743715	3.46432027343085	-0.4675802135573624
KVO3						5.0001	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	4.0001	5480.9701676916375	0.20704711866209324	2.581645629199447	5470.089825839309	5490.090076988444	-29.67958451184304	-3.293474144615147	1.1489060486834963	26.638667722017004	18.59568883169229	13.51183995457995	0.23488840309842088	0.8347643831607906	1.116252343688371	1.039194885263704	5.30287178304601	4.040146365465772	-5.648966993064882	-2.2879542642767863	-4.428438994939955	-2.7807161125387485	13.520078380527412	-2.7182767449129077	-28.597842533504995	-4.942284965931631	3.745549127397635	-0.38409280770331644	3.8163255652921757	-0.2784444378251225
NH6V10O28						5.0001	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2	0.0	0.0	3.0	5.2001	5480.733449839744	0.30362650673629155	1.559757523830747	5470.484561016089	5489.787089902443	-29.388666109896267	-1.7633446650229607	-0.6254793372157934	11.537547246832531	6.99826886319033	8.185096546643292	0.08532108364426397	1.0064249581675795	1.0193673182902974	1.0303237343672778	4.6119895605131305	5.009041106088959	-5.69789400490264	0.5564973744660812	-1.6632135999483213	-2.0420369992694787	3.8647456288219093	6.576723471206578	-12.244922133612505	0.5649895914229166	1.8071898063807348	0.706317708767244	1.5358461380689554	-0.13296692401246105
NHVO3						5.0001	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	4.0001	5480.870116804509	0.2070540743002578	2.493858254601455	5470.020313480616	5490.0401617534935	-29.498315056510254	-3.1589605121725257	1.0425851496427812	28.534834362744	21.84619133025913	16.324310114780882	0.23100904098092043	0.8966796073733205	1.1131678440709845	1.0370390137689194	5.356303712987856	4.071971057892724	-5.611007367028128	-2.2390310214506277	-4.528715193806023	-2.999285535569294	13.431475262271178	-2.3416616029474877	-30.048129870933284	-5.258234082910908	3.598174163315089	-0.483907474173086	3.6584462206872828	-0.4567480072012939
Na3VO4						5.0001	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0001	5481.0220866111085	0.20803124095438053	2.5539615608656865	5469.980115434186	5490.139821648748	-29.767384160164916	-3.5200414250343943	1.1338195153209827	30.947891132872776	19.75375072061157	11.991179083643157	0.2233705358676964	0.8854300474721033	1.123630482748334	1.0418761924553168	5.327186677880058	3.9999999999999996	-5.764635440803012	-2.356679915474103	-4.724981058611254	-2.8579188456887943	13.652895225909289	-2.395670604396974	-31.45975901089424	-5.7921666382876165	3.684950795187003	-0.5639975969564975	3.8382901143888395	-0.24236165693080544
Na6V10O28						5.0001	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2	0.0	0.0	3.0	5.4001	5480.817098085393	0.3039479771003002	1.5416590242344836	5470.495393975016	5489.837029275341	-29.211249927247557	-1.7789101289965066	-0.6697712682363193	11.909368245262558	9.6480250192545	11.336654737173017	0.0845368530161758	1.0053223441082646	1.0092417635519415	1.0280724007290902	4.683737209243266	5.080816563627371	-5.699090969764863	0.5536250779491143	-1.7197641378648556	-2.019660770670329	3.858322744418819	6.5919497237533395	-12.921200314785246	1.1453250303791167	1.8868344297300153	0.7501541554826792	1.544441993869526	-0.3176952482664435
NaV2O5						4.0001	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	5.0001	5480.047620001518	0.26138416373102347	1.7050854545751106	5470.0597622363875	5489.537679826801	-29.34860991883505	-1.1792835020013457	-0.6447576322585125	-1.7550590530069754	2.0246968506522336	18.019605002775783	0.16268546421196403	1.009541563153198	0.9814823663600093	1.0347932987228077	4.472779424924228	4.816880739412856	-5.047210116982292	1.2114829056377048	-0.6635078166398752	0.16345438545219643	3.033688690839193	6.276494750115226	-8.3153114538179	9.184949394233914	1.2511356876413193	0.16728134147407578	1.505890153145754	0.74189719243781
NaV6O15						5.0001	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	5.0001	5480.522538583695	0.29831016869059757	1.8582404666752177	5470.583090224569	5489.687106551614	-29.40197240648154	-1.7441124329188789	-0.560000312162604	8.67671454897381	6.953939617060667	14.297167127053218	0.1016472290286076	1.0426293116127883	1.0092705820857206	1.0285116086961132	4.636814382085486	4.999800597217842	-5.695890076832163	0.5585134599371341	-2.174210757826088	-1.8546033802280995	3.769393110312313	6.501939793501952	-12.723711569279198	1.7259574361946504	1.7998110106806369	0.6192804510308275	1.6532587772719085	0.11722511093387541
S1																								5478.1148244263495	0.17614196589495146	2.129626119232106	5469.619148801632	5488.592984728373	-29.10719037600837	-1.073170474453795	2.3200493331758127	8.87771214668885	23.30005607539707	2.451338163090411	0.2612994769230955	0.8106806623567591	1.0782964803276958	0.9950929408657462	4.967573447893883	4.675683419016241	-1.4134371809361195	-0.22403973371404634	-0.7086548791235933	-4.193257821284486	8.190045098134851	-7.041976381275378	-10.627418673811462	-13.054036241775552	2.05460071806294	0.050290693979228564	1.4941630913983588	-1.5074277578927302
S10																								5478.129358877058	0.21900832552571936	2.113974044902371	5469.781936174839	5488.641403440375	-29.528232398058563	-0.9118309904954325	1.4191770123425909	9.73395634749009	13.249079583892431	-1.1042872640579309	0.2142742383917115	0.9115516370359068	1.0624211927101006	1.0041635193738006	4.546850479815216	4.752300259342044	-1.3470475213026922	0.6108821885897898	-0.4202075606773081	-3.1192016385002486	7.47912358532527	-5.8107153937715195	-10.183085609593915	-7.021381066820017	1.4442337828188119	0.08917463704618057	1.212700685376297	-0.5133412041486255
S11																								5478.034860244208	0.21203038230013682	1.9586530196807008	5469.850693472626	5488.591729241754	-29.113780355847105	-0.5429134714182515	1.6341090749577578	2.620941578687403	19.61200909981685	0.3509320301065908	0.222583309911644	0.8928932313652818	1.0483046428514773	0.9949151554759673	4.702155451994812	4.904282542804846	-0.9600891032666269	0.656321777906029	0.2351350726926047	-3.9065082725649662	7.361805912996482	-6.1203588090461	-4.546677766850059	-10.302600049164004	1.401546241798664	0.33434651452895964	0.865829674918008	-1.1347635802853913
S12																								5478.6758182129015	0.22853892975492562	1.4752791610467644	5470.226808629398	5488.989803563932	-28.95580428249003	-0.09909671288743738	0.3302039476239633	-4.320843682416405	12.028901516470642	0.5879133245125248	0.09944244585881175	1.0071574053836927	0.9944927130144678	0.9854200493744851	4.558275496212901	5.639881212396522	-2.1651505715283212	2.086557838190473	0.969564454788469	-3.3629511958226805	-3.259046122144869	5.905805303208482	2.098097467250425	-5.783501746465053	0.7576664688862266	1.2354088372135732	-0.09512573684105011	-1.1838991044176936
S13																								5475.067579231869	0.5072058574788754	0.2127426236686904	5468.5122910653545	5486.886923235166	-29.107528887696823	4.1793538947107	1.5043649230801706	-42.331750100955475	3.7189274035184408	-20.50044165742806	0.043882696779301386	1.0142831522746707	0.8938728464192228	0.9526341273035771	3.015057728020336	6.654950545523433	5.513998593296834	3.8878530228548476	6.769347249999558	-3.0225942135832895	-5.948621681200532	7.030857561403074	32.99811853719373	-2.4792848860273997	-3.7466408113329854	1.3568442772796074	-4.683040897760369	-0.9239821314521522
S2																								5477.197677809803	0.20690041921322888	1.8188289353029639	5469.368507143006	5488.142337939915	-29.18032656538508	-0.13857906277784737	2.325834060697373	1.68116482351437	19.841651281472622	-10.081224877462022	0.24287085308863013	0.8318441817524433	1.0577133875939024	0.978160018592413	4.602301314951909	5.035167220783912	-0.4352049253168038	0.5373493648223537	1.1688506925194795	-4.160744594529146	7.622685487513921	-7.385963361538033	-1.7762471144082053	-13.84216441161595	0.969366035121396	0.3720217055755412	0.24069339083947386	-1.5635646502101102
S3																								5475.705297151217	0.3662879722931178	1.5850706799360557	5469.430216711487	5487.339688745457	-29.07670069871485	1.649379029448398	2.253548568622609	-12.036635552271854	18.826881351952547	-11.42138978342437	0.18664836557507458	0.9127728456740971	0.9950008783455141	0.9591503684514465	3.756797691963011	5.6997191931533235	3.118740803684996	3.15788561802133	2.714321932145862	-4.235820371859542	-5.33194722780075	4.276711970137522	9.4590692298934	-9.194336668120505	-0.8210506120364611	0.8313818400173401	-1.668916997605662	-1.2789177925837223
S4																								5475.602149571432	0.3835989802783122	1.1438130425957056	5469.320743044202	5487.289609557165	-29.104923785952806	2.2911952327966527	2.145349759617117	-25.1994371782749	12.147421267784374	-22.43423935001693	0.15468196215610597	0.9204188056115425	0.9697336149451241	0.9528219835780705	3.7166341237513976	5.992702188325141	3.4470422921619788	3.1834490891963965	5.671009308495902	-3.4372588660014483	-5.481415571649598	4.5057749333541155	21.303196261017447	-10.551324729778358	-1.591168995541479	1.3067050366084807	-2.6735710965121444	-1.3965831284965171
S5																								5475.315311975981	0.4489052453632971	1.1806496675701403	5469.422653384142	5487.088394664717	-29.250505904303445	2.6611483788504486	2.140482655248069	-24.28668839713722	11.81916351348757	-22.777659532023932	0.13969000576030305	0.9571315530084399	0.9747885433800084	0.958835101133903	3.4199939614702304	5.935629697772192	3.676473626753488	3.294617565923047	5.703083849840692	-3.6290317256943436	-5.3478393139293035	4.674474866642967	20.717295087104883	-8.819222082742154	-1.9282860382235936	1.1901398387094981	-2.8678952307120915	-1.0456592271411689
S6																								5478.300204308649	0.166658522290011	2.3221996474217885	5469.6677833402955	5488.643191654457	-28.978422840986354	-1.3316813457729166	2.5246055568619044	11.826942389713885	27.462156986869957	8.52129040162712	0.30227579297405094	0.798628639422476	1.0901372919921946	0.9965870081511443	5.08649754138052	4.46677391868886	-1.4608062455964432	-0.28750784261777496	-1.357742519797073	-4.39655692723939	8.363697596893756	-7.204135136367998	-13.675986161773366	-13.897026772122153	2.473585793334324	-0.16633563522094888	1.9907382214104923	-1.5417218653924287
S7																								5478.363935681537	0.1680589758079425	2.3475616087201843	5469.774102189214	5488.693153388002	-28.959482810537835	-1.3012914981460884	2.474475286425114	9.032708305789903	26.101508215385703	10.663910107918007	0.2996359127802636	0.8056733808003489	1.0924394428110835	0.9941624914224726	5.113511572346094	4.496498831903895	-1.463092127870606	-0.2799160164192975	-1.3256278661606193	-4.450974202347155	8.347927987795943	-7.22060855995099	-12.52132803799014	-13.915986343757965	2.508463335702029	-0.044753517569432584	1.982435986661239	-1.5481625508996717
S8																								5480.36571523658	0.17416891825911618	2.3318872950489364	5469.901344828856	5489.8917436742995	-29.04556331813193	-2.8641764796763236	1.5420647246530397	28.02921715469982	29.119075387315114	17.96233482464257	0.21282801684655936	0.8273536543305269	1.1096094816178113	1.0180943328887506	5.5109891280863135	4.423445669580953	-4.769751381717461	-2.1331002634803187	-4.53767043068481	-3.7234901252551835	12.268381981652167	-2.508392510504478	-28.571256115972062	-10.028663650942223	3.7097018052590203	-0.1679837772435214	3.2753003909565526	-1.5557716492263964
S9																								5478.253746951585	0.1881821376755528	2.1032646634632486	5469.802186298108	5488.742288653035	-28.88564370847778	-0.8692467185283674	1.8296410336435813	8.11834023551662	25.896834172765946	9.8363030252805	0.2351260404545834	0.8581796596170156	1.0581354078867464	1.0020926511206165	4.916387452419434	4.739792571268854	-1.0985823904513716	0.4149594774265148	-1.3220670266646979	-3.9862501434525153	7.625632414911074	-6.08502515148814	-10.79852111042424	-10.409327012398917	2.005091847460063	0.02698433864124491	1.5155516452848155	-1.38659971199695
SS1																								5479.407362997674	0.17456050716779492	2.1599483660838685	5469.911114907021	5489.342374883631	-29.07155304896419	-2.0025551142892195	1.62195693717461	19.627691628273055	23.238977400442728	14.710973861104097	0.25567532653528713	0.8288545237510357	1.080884358298284	1.0265514291797475	5.2693119422877395	4.269017232914482	-2.700199879391102	-0.9571376516401182	-3.5636970845707805	-3.4974245449984642	12.757311939583971	-2.973896041959598	-21.220092744008774	-9.519442380213818	2.956465158383627	-0.34771060700332124	2.749034014137504	-1.0363629703271435
SS2																								5476.155799279699	0.28962037979321953	0.8294455922414767	5468.414701960324	5487.638491558877	-29.47979370010352	2.552179246677387	0.06768245278086527	-25.795220053512327	-3.2506740058677845	10.647549317896294	0.1630179692883471	1.123966995104829	0.9257349309513154	1.0073607898363057	3.240455420302694	5.348165468344308	5.714559517508623	1.9627390625805996	8.454720275359737	2.9196259533317686	0.39214356883100693	6.046763121809386	11.476671515177564	13.985809048415119	-2.41446513076085	-0.5512405512552433	-1.743222293110392	1.2791241324514429
TPR0																								5480.651426498842	0.23333100703781717	2.578097422733701	5470.147108033459	5489.88900711697	-30.66014148826836	-3.404116606640607	0.6295091077828221	36.19475652357684	6.917490474237141	1.3073585527138292	0.21050519328272568	0.9345948398966709	1.1421459466450041	1.0163188940667423	4.772848627917434	4.290588201711999	-7.352928423944573	-2.3350326007904383	-6.25878594893815	-1.1239616201985898	11.78639179854732	-0.47968552640272893	-33.333553867841054	-1.7872950937268284	3.061165431148257	-0.10496114901826749	3.2949653204476443	0.5373167619916923
TPR122																								5477.759001119021	0.30128515792856136	1.1326081096311387	5469.821708851997	5488.386620040314	-28.983430788520057	1.6646692476169456	-1.0546338839636724	-19.287093615376953	3.0461177915287267	17.882911774862613	0.1495941147621318	1.1883085323518836	0.9112596320582186	0.9981512628522771	3.60291486864965	5.549674282014514	13.6623261552886	0.869734941820532	12.769293707619015	8.09173239799916	-13.34111144311455	0.1157125550709252	7.990197997946771	12.41239057537617	-1.2386570805166317	0.4503500797603963	-1.0498492571238591	0.8602849033831349
TPR51																								5478.9147132383505	0.2667218677818557	1.7597175687853142	5469.902116804087	5488.987851845721	-29.56739897121723	-0.6112917419567068	-0.4646017886918745	6.984707498581971	7.15207867870022	15.349939812277807	0.20394875767969625	1.0841534939950774	1.0056150802906423	0.9770948546256965	4.120536081848469	5.300513348324812	-4.095791332627505	2.6005318607449897	-1.676411849425549	-1.785116082857411	-0.498747420629586	-2.410654295121487	-12.37746614245212	8.154005624491052	0.6214215154778363	0.5215982343129597	0.616453390511516	0.37410912052189593
V2O3						3.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	6.0	6.0001	5476.57297785777	0.313803739615631	0.5818736958855888	5469.027337289075	5487.735777312361	-29.884092296796172	3.1788282303829964	-0.9226598360223845	-51.27490091498052	-16.15734367322557	-8.54669710006576	0.09605500701242801	1.2440552020930373	0.8902495080492137	0.983485910682162	3.0159966338657505	5.9955599991819355	12.82912069859727	-3.481009131248028	7.847398528469631	-0.5019730837280686	-9.798370459592205	0.6915299688007175	32.94256845078975	10.062809632185004	-3.529177804500734	0.7873080857272721	-3.256169083662842	1.6261547617811214
V2O4						4.0001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	6.0	6.0001	5479.180693810108	0.3058029393024986	1.6397872879995603	5470.477735243589	5489.087297303534	-29.538578704907657	-0.1907821767055098	-0.7422825378626419	-8.082276139589496	-0.7735266982350364	11.23435794451433	0.14492377467872736	1.1322235301925563	0.9921665904308686	1.019362108936045	4.139460720793655	4.9969231114419665	-3.9532530754991857	2.4385719863474895	-0.3022891282956976	0.7493999534432341	1.5676262439985464	6.242232215128056	-0.5179868307808461	4.6415955143787695	0.38404558404344025	0.5531958447628326	0.5167991199923005	0.8839076512290304
V2O5						5.0001	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	5.0001	5480.919811353129	0.27451905312499214	1.9118499749854387	5470.62968212633	5489.938312486862	-29.259120656612865	-2.1459255211628596	-0.32748399123172645	9.888958862629227	6.43678838708567	19.240687649659208	0.09663538850352528	0.9585544737045153	0.9944262011263759	1.0299496506640837	4.817136880379265	5.086767495441546	-5.783765506807374	0.3186180516097888	-2.358791822505879	-1.8545334515229417	3.8711937816051054	6.628187333917155	-15.279220048089151	4.323686551304505	2.3021821636753472	0.7436000389027996	2.045150125522068	-0.09527062082168333
V4Ce																								5478.888384292371	0.2396247043344759	1.4974349262185398	5469.272099203456	5488.988338118891	-30.47419364377526	-0.9515798141318652	-0.08041195172679627	8.68013892109791	-1.3592221057495992	6.484761151556358	0.29847452154948595	1.0892017907327656	1.0568958901831977	1.0125664051498968	4.022553503648157	4.296247534231748	-6.0484496021246	3.35173993519828	-2.4515897524976116	2.9389835138153813	8.581447750566694	-4.123397332176857	-13.897400324712244	10.82420996324957	0.3138577261143282	-0.766898364122366	1.257082858376019	1.7763858127080459
V5Ce																								5480.90561135066	0.24679392913498943	1.743977156642634	5470.0853472181425	5489.938424596581	-29.979501311599314	-2.6082747868636127	0.12655198118119593	21.336339986549874	6.510273575362878	7.127582184766766	0.12105959227765122	0.971929447039034	1.0736764375291865	1.0240935703666931	4.8109429935772345	4.763570227370995	-6.190625397093099	-0.6447791118090432	-4.889554228169708	-1.1076967150458619	4.387152464982713	6.143997511390542	-21.894677783474755	2.5287048425556753	2.314283593440744	0.2661330112316723	2.238737555616043	-0.04484377930055284
VCHSi4	0.0	2.0	0.0	3.0	0.0	4.0001	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0001	5475.6060199162275	0.17026275834057158	1.692689337731164	5467.802412941004	5487.591765471427	-28.45477180683689	1.7125111823610113	1.5331960001384746	-20.218700426697396	24.96542154771036	18.26743996950933	0.5705370444600333	0.98497353668692	0.9427377576992901	0.9967076352297585	3.993685667757198	4.000058935766622	2.9009785624170283	4.4351948475678755	0.5702213396361652	-7.6333290214171186	11.137405699524981	-6.211767115146424	7.809221326337173	6.385779466736808	-1.0792492048518456	-2.0249673778305097	0.09566681649577669	1.0939788688110894
