Short name	ligands-L	ligands-X	ligands-Z	bond number	electron count	formal charge	ligands-oxo	ligands-carbonyl	ligands-alkoxide	ligands-THF	ligands-siloxide	ligands-Cl	ligands-alkyl	ligands-imido	ligands-bpy	ligands-amide	ligands-acac	ligand-ethylene	bulk-O	bulk-Cl	bulk-Me	symmetry	formal CN	ligands-carbonyl-bin	efermi_e	efermi_slope	pe area	pe center	1st_peak_e	1st_peak_i	pca1	pca2	pca3	scaled_pca1	scaled_pca2	scaled_pca3	value_5995	value_6003	value_6037	value_6043	BL1stCharge	BLvaluesCharge	tsne_pca1_xanes	tsne_pca2_xanes	tsne_pca_scale1_xanes	tsne_pca_scale2_xanes	tsne_values1_features	tsne_values2_features	pls1_xanes_formal CN	pls2_xanes_formal CN	pls1_features_formal charge	pls2_features_formal charge	pls1_features_formal CN	pls2_features_formal CN
III.5y.1	2.0	2.0	0.0	4.0	5.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	5999.546761388528	0.263468540867702	0.7284554037742859	5990.771229456457	6009.846988758117	1.0839803451350924	-20.785077007526247	0.48813335888958287	0.8973433952240213	-4.8357376218378665	5.804295024484768	2.2694057554762965	0.1017804811083538	0.816192747869405	0.9222831129723252	0.9274619745175801	3.077147938433952	3.0043993992956692	1.3741714941946312	1.4370762834604334	-0.31466755074966	-0.176438890808784	0.7137165004401558	-0.9433517522948888	-6.312811082545325	-0.3052568758386198	1.0176988930824014	0.517095351701627	1.4143510384416194	0.12559822373318896
III.5d.1	2.0	2.0	0.0	4.0	5.0	3.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	6000.412808521401	0.3191338337222924	0.6273144904615118	5990.6988047889	6010.069771206496	1.134384339763849	-21.305097265156455	0.3151732338812898	1.496000107104473	-6.930141031315196	17.170909688210624	1.2843506169677048	0.07331323465406642	0.8350078022089338	0.9248531200673541	0.9421169174575246	2.9359237837201975	2.9999999999999996	2.6436724861960035	2.5513311903669282	0.765971750160188	-2.031258613744857	0.7176109167435768	-0.7479079768337229	-9.962250368641602	0.2138848094006498	1.5585579709942856	0.4569982969064695	2.406606170253897	-0.013338091279931323
VI.4t.1	0.0	1.0	2.0	0.0	4.0	6.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	6005.106085023358	0.17602958161681914	2.381980366817317	5993.178366875939	6012.694821254044	0.9091699527729499	-20.353878764148405	-3.6592381912068657	-0.7940699646947116	28.179019348898454	-8.566529069838364	-5.470891943784351	0.23504439903199567	0.3315186341412556	1.216616222301615	1.1439732489728969	5.692567048340904	5.870752184354043	8.55007332527672	-4.894661255888701	10.722188501521304	0.19775101378692528	9.09703749611422	2.4107754455726913	18.820859127095197	-3.5295484242241852	-5.3938928576981935	-0.07908396893578706	-3.6974657349987567	2.029696212269698
II.4p.2	2.0	1.0	0.0	3.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	5996.574418260793	0.2139991378989523	0.1697089747267721	5989.547569037994	6008.469670542563	1.0892579636557087	-21.197631051400315	1.7034357678893688	-0.28283622087167615	-16.949920210538536	-1.5508344772768088	2.2037675312022698	0.41626762460859007	1.0171321904009885	0.8607657068810904	0.9492873084286868	2.2400260384306576	2.530407479300391	-6.8503718795623385	-1.8039845794917302	-2.8571598111006233	-3.955200220867751	-6.327341086918405	4.229081973358713	-7.282764914971057	9.723996690422188	3.0558167929967954	0.5469170097492937	0.7899266647538166	-2.6418685224601512
III.6o.1	3.0	2.0	0.0	4.0	6.0	3.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	1.0	6001.2443088551945	0.4408032029020812	0.77401851397812	5992.529109711804	6010.302696942111	1.0899691986188593	-20.50169958377811	0.4025038474382907	1.5636389645877027	-5.49223885298894	4.565967832654296	-6.0911148108259106	0.11197391860912696	0.7547242169598852	0.8864802905310215	0.8724404382232053	3.3123785928030243	2.999901172843845	0.46466474514861694	3.925699943582929	-1.9950531625831271	1.8055019929715923	-0.31814085843937845	-3.737251784814466	-9.832192976658273	-7.15038035754838	0.6322154886956781	0.6478521084537366	3.014528398175687	2.3245988021404314
Cr2O3					0.0	2.9999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	5.9999	0.0	6000.1799934731835	0.3628897907512676	0.6976960810959896	5993.501430110362	6009.966348373798	1.111303386608989	-20.876051844122998	0.73101761374797	1.2294089015994523	-18.392173737715677	1.3825211536800328	-5.526797069674664	0.12249468197024409	0.8054551203972335	0.878404871156579	0.8864788703735674	2.9997672594153424	2.892245668005702	0.6661026081688123	2.754968029025456	-1.7571601648123458	-3.520569976736891	-0.6555544966771777	-3.5178358903379103	-15.673170697174776	-2.9545933100789217	1.2143002084140897	1.2507843374909078	2.7898768903156936	1.1046882899093646
IV.4t.1	0.0	3.0	0.0	3.0	2.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	6001.786776402134	0.1805187168108866	1.549143303583986	5991.124267160351	6011.105245863883	0.9936666763213207	-20.84443716062565	-1.795606562841198	0.6402710535455369	22.285545210662143	18.264559138798685	7.154816087260524	0.09671780194976518	0.5933456458468301	1.0977036055525153	0.9930491304797858	4.303293659166862	4.000049266629275	6.458629289566462	-2.5665265146761658	5.360167257428571	0.4821215487366444	6.240176960152929	1.3278159551316744	4.7960036629262195	-3.9343672286711167	-1.74111366517254	-0.8545711961130992	-0.8548373517837212	0.6141337979319156
IV.4t.3	0.0	3.0	0.0	3.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	5998.001821045622	0.19320976079947783	2.4778356296272395	5989.875692332305	6009.1656084041	0.9810804876865011	-20.637541795763802	0.2913144325121799	-0.3752377572284017	-2.8935480707360237	-0.009440357172530778	17.620144786961358	0.2534872568730325	0.81931277790678	0.9580433858272818	0.9628656026113086	3.2324357468947533	3.196083431571448	-6.5771904219590125	2.8229683098113205	-7.155199571832924	-5.488417533738611	-1.6571884609378027	0.7260458278019681	4.340434403785929	10.416637083658305	0.35790993151340306	-0.2379720903687989	-1.1559222447371362	-1.3290674757633179
III.5y.2	2.0	2.0	0.0	4.0	5.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	5999.670956111521	0.2748599518924033	0.6282321528962362	5990.7299434624165	6009.845914585416	1.1016386785116725	-20.86570421109017	0.6503895939855242	0.9773415176395117	-5.962084010239097	6.681434331361	2.1224952270464534	0.13262348274638058	0.8398116043796561	0.9115481465152149	0.9412090263761881	2.9812180759852884	3.023968488891165	1.1949343058648805	1.7530153519144411	-0.4607269641441065	-0.46731268306318813	0.17701445371250984	-0.7069105275509736	-5.377968303380603	1.4995170248602219	1.2532430578866953	0.590202694747439	1.5856645348903318	-0.020576732841901937
G3																								0.0	5998.91570758456	0.25567307844617315	0.3794563932775049	5990.468563052853	6009.497541443175	1.0730979360967083	-20.586562382762594	1.079603093363895	0.6267925428444465	-12.32287990568842	-0.4367168678372717	-7.483677732886683	0.2165563623635191	0.9087021691769532	0.8721433067961989	0.9041317176511979	2.930714005184951	2.610692062329524	-0.7540995971217507	1.6498639572659717	-4.2378223770349335	2.041053983411274	-2.1966017306013783	-2.145757865828215	-9.178647112546654	-0.9744208909981853	1.5202436101680399	0.9890727432635799	1.58709200526056	-0.13576677902268244
AN3.1																								0.0	5997.54423442798	0.22933984981451405	0.4819521736002936	5990.714650151135	6008.931252911009	0.996679616422664	-20.263218901668587	1.0919092539360136	-0.44457783237341064	-4.213776503388879	-13.13134294322187	-1.6123667852807513	0.2851349866640991	0.9370952439987448	0.9199161802552625	0.9571084084359897	3.0106569245492887	2.7483573208930476	-6.050999211452448	0.24500084166179553	-7.962975132723032	-0.04339655121596376	-2.357829956150021	0.5504008340084797	0.8526735379489749	2.0239754878440284	0.8705921289057201	0.20976841169734306	-0.0983229562373438	-0.3665328224744912
III.6o.4	3.0	2.0	0.0	2.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	6.0	6.0	0.0	6001.122481604741	0.40729708568508394	0.16056288085308235	5991.247876181476	6010.303661211494	1.1602282556319843	-20.938553688303603	0.6860949913395356	2.096941927579464	-19.33708117255742	12.67934792990021	-7.699742218584568	0.06245775363772638	0.779215773009144	0.7816868632644264	0.8589758847160747	2.933767823933631	3.010991707253507	1.9428333322966378	3.8031914171420103	-0.06734191878244682	-3.334481786892213	-1.285985422203038	-5.076776487263157	-16.869042948651973	-1.1360873272234546	2.1164470652295604	1.5174952196876206	4.232079389814069	1.3646989025501326
G2																								0.0	5996.215122609383	0.21145475219605037	0.3181677897504621	5990.336047834858	6008.3726031232845	1.0344748452207038	-20.617407625722425	1.576632056415991	-0.7595278682981221	-11.276169478155406	-7.083346262950914	-3.427910636011086	0.5361023061418488	1.0184290503546554	0.8903297940780196	0.93228552415026	2.4786923704451285	2.4014623792693524	-7.143601640277543	-0.7678830635845082	-6.5863623521961685	0.6889861282005157	-7.39473433017809	3.9301250704330313	-3.8473380024041015	4.137202758357461	2.156545838955667	0.29794560692386696	0.05506459854073753	-1.9640932064598016
DT330																								0.0	5996.187113130525	0.15822336810431814	0.8410405196364126	5989.566342896257	6008.574354962102	0.9542458300934737	-20.33486417892829	0.5517179862971708	-1.1486660406235454	-1.230386487294736	-5.545276041412226	6.183033080986484	0.4480480502704143	0.9063251914984479	0.9438519092538832	0.9452819314681448	3.0301263790203214	2.816954447744365	-7.556773372534566	1.7403574944517275	-6.658460163422506	-2.390775722264721	-6.461009927830105	2.890149427924647	4.2294661281518025	6.638680066813472	0.996575551952078	-0.5379551452230524	-1.3129752106435215	-1.696395042961347
PD-Et																								0.0	6001.677313992378	0.27612042962618943	0.7979245874438573	5992.466612169073	6010.759435643915	1.0071986725210782	-20.45501410146171	-0.5533180980119172	1.0468775605750202	4.923951661804724	19.04401619324626	3.8944589013994744	0.09861016230898574	0.6591346060792048	0.871346200616115	0.8952939016557466	4.0272344630039445	3.5784801925048395	1.1882932645497393	-0.6898590458991561	-2.5818097448305344	2.054006315940141	0.293330946278897	-3.9191453930608344	-8.809807790712568	-6.617500425077212	-0.26071493484077496	-0.157367202073491	1.5081100364204996	1.7429492103926971
PD-CO-100K																								0.0	5998.525109123754	0.2913366992082276	0.37253821877668175	5990.70930459349	6009.250245720461	1.0458809639524864	-20.68800908443295	1.2742596319741213	0.44223076590852184	-8.677781749917846	-0.353672142752	-9.999095575202947	0.22753124496940388	1.096813468352248	0.8710059313177189	0.8786669120243993	2.932409478520002	1.6535454702102337	-1.7671991670436922	4.063729884059408	-3.219312050511489	3.5371169298436316	-3.1347523339575405	-2.7511138227746867	-9.735888993822899	-2.1324876758361024	1.875670794420526	0.4145147867251761	1.8313016542441876	-0.19541763742562457
PD-CO																								0.0	5995.8580505243235	0.1839368604381746	0.49966882789591005	5990.0639422285385	6008.021084898907	0.966900011132343	-20.700618007311654	0.8258310135274012	-1.2370255761151971	2.5357681045001033	0.8836765024658266	6.44181920484235	0.5851954843503294	0.9203166631781002	0.9446563809856056	0.941357254014849	2.637002540291377	2.7826041184526265	-7.707489872841443	1.1506775042727733	-6.6024854569896965	-2.0612618194917443	-7.461624025796327	2.9864078902809514	1.7280559161488065	5.797460386242718	1.6632886673082812	-1.0725060062592693	-1.0542296872002448	-2.3263189898908916
PD-Ca																								0.0	6004.617195980865	0.1772630145421099	2.466051125035779	5993.396801693404	6012.47296817207	0.9230922817795928	-20.4669625814595	-3.4224735143016853	-0.8167113609721274	23.097164317907982	-9.833865215353823	-5.821079441428736	0.2930779708440841	0.3877939774289003	1.215074268578837	1.1429492316653374	5.487177956170186	5.649030227935151	8.643376064408045	-4.4789625987147845	10.753453668492808	0.18466205181948206	9.235857706841276	2.2072787333463495	18.80231546197088	-1.5638582079606036	-5.015790915371231	0.08425651404386598	-3.629435200509856	1.589536108117096
